Number One,Number Two,Their GCD,Time Spent (Milliseconds)
363888,916997,19,0.0003
974823,790532,1,0.0005
703099,376090,1,0.000401
540256,798955,1,0.0004
267163,973232,13,0.0002
139706,196262,2,0.0004
352176,24689,1,0.0004
428075,267685,5,0.000301
427832,410315,1,0.0003
808259,42123,1,0.0004
779917,538794,1,0.0004
666124,639690,2,0.0003
521888,61987,1,0.0003
354,825808,2,0.0003
992641,113777,1,0.0003
869846,802537,1,0.0003
794907,596176,1,0.0002
560138,609469,1,0.0004
152637,143900,1,0.0004
452992,949098,2,0.0003
368559,970980,3,0.0004
60012,17696,4,0.0003
840600,642721,1,0.000501
653855,560841,1,0.0003
405833,980126,1,0.0004
798832,414096,16,0.0003
861587,933987,1,0.0004
907774,912237,1,0.0002
781000,308202,2,0.0004
354278,82415,1,0.0004
974875,715797,1,0.0005
168074,611660,2,0.0003
663315,718432,1,0.0003
35369,355983,1,0.0003
930784,395595,59,0.0004
690582,401358,6,0.0003
316529,867774,1,0.0004
327863,699924,1,0.0005
871200,873020,20,0.0003
832368,432641,1,0.0003
875392,963609,1,0.0004
780503,81034,1,0.0004
920725,320384,1,0.0003
733760,188109,1,0.000401
223375,400152,1,0.0003
616336,29813,7,0.0003
15010,660529,1,0.0003
550616,823426,2,0.0004
741535,450330,5,0.0003
758652,770635,1,0.0003
250615,810526,1,0.0004
365931,746894,1,0.0004
23439,7850,1,0.0003
845950,991445,35,0.0003
348502,840417,1,0.0004
959076,436362,6,0.0004
726332,185751,1,0.0004
929488,560074,2,0.0002
103114,388399,11,0.0003
227375,752158,1,0.0004
881690,859107,1,0.0004
980592,309245,1,0.0005
602369,628201,1,0.0003
844407,781009,1,0.0003
151287,820005,3,0.0004
29158,230270,2,0.0003
585171,993538,1,0.0004
92809,359840,1,0.0004
215985,56859,33,0.0002
924324,933681,3,0.0003
32569,270989,1,0.0005
501309,910861,1,0.000501
71476,746122,2,0.0004
555450,969763,1,0.0004
773302,232428,2,0.0004
57800,634471,1,0.0004
125380,56729,1,0.0004
862070,838303,1,0.0004
842058,438642,18,0.0004
115097,901888,1,0.0003
941642,602863,1,0.0004
183618,486611,1,0.0003
405455,380820,5,0.0003
170409,377739,3,0.0003
816455,738639,1,0.0003
744376,694435,1,0.0003
669841,573595,1,0.0003
457820,751515,5,0.0003
421071,208097,1,0.0004
936046,32108,2,0.0003
59609,119123,1,0.0003
884819,594679,1,0.0002
771987,326840,1,0.0004
273687,888717,3,0.0003
222001,891828,1,0.0004
916253,219970,1,0.0003
351191,635780,1,0.0005
660070,510639,1,0.0004
446765,322900,5,0.0003
530823,270964,1,0.0002
413271,116501,1,0.0004
515451,89095,1,0.0003
853007,99522,1,0.0004
628718,23162,2,0.0004
683938,809808,2,0.0004
266937,342748,1,0.0004
752573,738308,1,0.0003
216641,468311,1,0.0004
930505,75140,5,0.0004
532762,369677,1,0.0004
248411,899197,1,0.0004
879892,89377,1,0.0004
154360,300290,10,0.0007
319601,788037,1,0.0004
410939,177649,1,0.0003
115877,677222,1,0.0004
48739,166912,1,0.0003
976811,230897,1,0.0005
85914,577950,6,0.0002
898193,799799,1,0.0004
438791,914575,1,0.0005
670734,245638,2,0.0004
443996,178652,4,0.0004
192597,423756,3,0.0003
849219,106780,1,0.000301
499029,973774,1,0.0004
797173,597535,1,0.0004
554730,762557,1,0.0004
623010,969055,5,0.0003
122385,433348,1,0.0005
245284,812112,4,0.0003
671485,770993,1,0.0003
989123,455515,1,0.0004
867849,749717,1,0.0004
718795,660563,1,0.0003
257037,40913,1,0.0003
856345,974500,5,0.0004
857212,288668,4,0.0003
975221,447819,1,0.0005
429860,621252,4,0.0003
174107,445832,1,0.000601
892324,744580,4,0.0004
699542,871858,2,0.0003
144052,94092,4,0.0004
250791,733342,1,0.0004
779921,960269,1,0.0004
598199,520085,1,0.0004
328917,742097,1,0.000601
440901,378436,1,0.0004
182536,664017,1,0.000401
550798,524719,1,0.0003
310784,999332,4,0.0004
112789,918536,1,0.0004
776961,111838,1,0.0003
297017,88321,1,0.0004
600697,926695,1,0.0005
781109,494835,1,0.0004
608971,703192,29,0.0004
172123,256164,1,0.0003
599417,384210,1,0.0004
225295,517999,1,0.0004
395553,77802,3,0.0003
922384,669680,16,0.0004
902220,269414,2,0.0003
550292,661267,1,0.0004
733182,25249,1,0.0003
757328,256469,1,0.0004
250868,140063,1,0.0004
450134,278030,2,0.0003
57251,740803,1,0.000401
844926,403394,2,0.0003
337329,252177,3,0.0003
783002,545495,1,0.0005
831262,402773,1,0.0003
963526,691752,2,0.0003
626508,470416,4,0.0004
199718,830613,1,0.0005
991953,56788,1,0.000401
381150,394123,1,0.0003
651195,222732,9,0.0003
223394,994891,1,0.0005
483895,113102,1,0.0004
135736,981018,2,0.0002
637846,416521,1,0.0003
47544,295231,1,0.0004
506669,524151,1,0.0003
742830,419561,1,0.0003
100955,292823,1,0.0004
167901,209716,1,0.0003
240112,528860,4,0.0004
632516,508320,4,0.0004
858283,577674,1,0.0004
329257,477868,1,0.0003
551949,211703,1,0.0004
157756,268416,4,0.0003
72446,672218,2,0.0004
676444,364772,4,0.0003
727917,455391,3,0.0004
569351,536484,1,0.0003
188074,830725,1,0.0005
363030,918288,6,0.0004
565180,603210,10,0.0003
188827,549568,1,0.0004
445496,778498,2,0.0004
264265,635743,1,0.0005
744532,330512,4,0.0004
671628,94708,4,0.0004
571221,34731,9,0.0003
788278,145608,2,0.0004
91232,788523,1,0.0004
327214,981680,2,0.0002
469971,250862,1,0.0003
387979,892941,1,0.0003
169063,526115,1,0.0003
610506,216472,2,0.0004
444615,950170,5,0.0003
225973,385546,1,0.0005
311373,205289,1,0.0002
755348,143725,1,0.0004
437402,256419,1,0.0003
352103,341733,1,0.0004
889113,144397,1,0.0004
668105,827986,1,0.000501
973664,246391,1,0.0003
520085,344942,1,0.0003
157860,775089,9,0.0004
239646,502192,2,0.0003
511569,30918,3,0.0004
119695,794088,1,0.0003
6878,872325,1,0.0004
492774,154836,6,0.0004
161367,434731,1,0.0004
361252,150658,2,0.0004
819162,452365,1,0.0004
693543,835963,1,0.0004
950437,488274,1,0.0003
159900,779006,2,0.000401
48742,917671,1,0.0004
16615,777099,1,0.0002
374846,403283,1,0.0004
432839,883603,1,0.0003
295525,765033,1,0.0004
852268,337785,1,0.0005
613982,544749,1,0.0003
669521,643010,1,0.000401
970924,500915,1,0.0003
445268,341879,1,0.0005
119699,63653,1,0.0004
358173,496821,3,0.0003
218971,939509,1,0.0005
657928,959308,4,0.0003
562748,177029,1,0.0004
344188,284915,1,0.0004
378865,194353,1,0.000401
607763,50630,1,0.0004
654724,172618,2,0.0004
354268,202179,1,0.0003
886218,28471,1,0.0002
431089,154414,1,0.0004
241336,398114,2,0.0005
565013,96959,1,0.0004
467156,712187,1,0.0004
192364,404167,1,0.0003
198320,668422,2,0.0003
631726,483180,2,0.0004
668719,885877,1,0.0003
391151,539828,1,0.0004
184050,385768,2,0.0004
861148,465147,1,0.0004
231526,588302,2,0.0004
275702,380460,2,0.0003
92032,259814,2,0.0004
720522,312371,1,0.0004
364736,466713,1,0.0004
28014,413040,6,0.0005
421123,860044,1,0.0003
919566,383885,1,0.0004
651381,911689,1,0.0002
169136,854496,16,0.0002
358921,741069,1,0.0003
980516,28088,4,0.0003
181200,342879,3,0.0003
943817,607049,1,0.0004
113507,636718,1,0.000301
790183,874443,1,0.0004
362469,704722,1,0.0003
46000,777020,20,0.0003
805147,39910,1,0.0003
881875,740740,5,0.0002
758018,207033,1,0.0003
777739,820810,1,0.0003
506200,670192,8,0.0003
60449,556408,1,0.0003
808898,451732,2,0.0004
187338,17361,3,0.0003
289960,728742,2,0.0003
362281,776080,1,0.0003
173640,594418,2,0.0003
790568,190576,8,0.0003
263460,513940,20,0.000301
540376,198094,2,0.0003
491872,620142,2,0.0002
909393,122604,3,0.0003
600920,795366,2,0.000201
246275,783990,5,0.0002
859377,235524,3,0.0003
386771,535852,1,0.0003
813188,416939,1,0.0003
181940,196915,5,0.0003
603087,780512,1,0.0004
765672,446612,4,0.0002
276450,209419,1,0.000401
796918,565845,1,0.0004
215142,355124,2,0.0003
474578,642830,2,0.0004
446577,9613,1,0.0003
270377,348604,1,0.0003
297123,707403,3,0.0003
357875,372460,5,0.0003
672916,814744,4,0.0002
485412,526603,1,0.0004
303987,547606,1,0.0003
865837,886224,37,0.0002
695599,753474,1,0.000201
994606,57178,2,0.0003
14371,227731,7,0.0003
944947,748151,1,0.0003
393858,488348,2,0.000301
955970,198203,1,0.0003
767366,310077,1,0.0003
243624,306419,1,0.0003
356156,83437,1,0.000301
949056,55916,4,0.0003
910030,919039,11,0.0002
193085,890543,1,0.0003
863361,585732,3,0.000301
500519,246136,1,0.0003
114371,874188,1,0.0003
283317,117814,1,0.0003
978766,492365,1,0.000301
859911,495686,17,0.0003
798241,908838,1,0.0003
712946,527174,2,0.0004
274344,613015,1,0.0003
433055,102085,5,0.0002
672282,890685,9,0.0003
331212,594171,3,0.0003
305234,184283,1,0.0003
234757,384247,1,0.0003
413042,137450,2,0.0003
815090,562053,1,0.0004
939678,777438,6,0.0004
355075,622072,1,0.0003
214081,805782,1,0.0003
24778,681286,2,0.0002
570010,563133,1,0.0003
379854,156260,2,0.0003
45846,368029,1,0.0002
121797,87320,1,0.0003
294827,714184,1,0.0004
524651,883363,1,0.0003
459140,365775,5,0.0003
472227,731654,7,0.0003
750848,714031,1,0.0003
475398,179708,2,0.0003
716771,463994,1,0.0004
31565,5473,1,0.0003
741226,535669,1,0.0003
90623,420487,1,0.0003
652794,378246,6,0.0002
640794,913421,1,0.0004
872876,675536,4,0.0003
314907,745111,1,0.0003
794502,432358,2,0.0003
503094,440881,1,0.0003
842507,950316,1,0.0002
709465,444365,5,0.000301
748347,237958,1,0.0003
69409,208429,1,0.0002
323714,658055,1,0.0003
795088,340007,1,0.0003
772667,917121,1,0.0003
696674,451027,1,0.0004
804228,718313,1,0.0004
303831,484471,1,0.0004
504568,469004,4,0.0003
918671,130482,1,0.0003
328376,51515,1,0.0003
94120,546759,1,0.0003
753038,788573,1,0.0003
107432,517240,8,0.0003
780507,886678,13,0.0002
161113,865614,1,0.0004
378497,236494,1,0.0002
177203,126058,1,0.0003
197591,620270,1,0.0003
538302,468569,1,0.0004
723375,775352,1,0.0003
724774,354307,1,0.0003
894498,420086,2,0.0003
722537,601067,1,0.0002
712641,692016,3,0.0003
596882,189063,1,0.0004
333892,325017,1,0.0003
130998,249393,3,0.0004
434579,574078,1,0.0003
79677,174476,1,0.0003
632495,506969,1,0.0003
206146,74530,2,0.0003
112501,7431,1,0.0003
719765,100912,1,0.0003
179814,937977,3,0.0003
805718,8240,2,0.0002
145401,513292,1,0.0003
611324,204919,1,0.0003
663614,918012,2,0.0003
763100,238515,5,0.0003
523288,357404,4,0.000301
312764,597127,1,0.0002
878209,641766,1,0.0002
823579,278938,1,0.0003
604445,69298,1,0.0002
920242,998986,2,0.0004
775544,763680,8,0.0002
608363,18158,7,0.0002
28386,537650,2,0.0003
849528,579375,9,0.0003
576628,183084,4,0.0003
412964,624673,1,0.0003
845380,276630,10,0.0002
873966,698286,6,0.0003
324075,970397,1,0.0003
199696,45873,1,0.0003
836176,178985,1,0.000301
957804,244890,6,0.0003
274806,127706,2,0.0003
874286,598001,1,0.0003
74938,502793,1,0.000401
576134,827192,2,0.0004
517610,711278,2,0.0002
80205,33260,5,0.0003
202121,836511,1,0.000401
641127,905754,3,0.0003
92934,241191,27,0.0002
238248,53778,6,0.0002
720041,70510,1,0.000301
101854,84706,2,0.0003
151044,131589,3,0.0003
82552,274100,4,0.0003
527865,786504,3,0.000301
144248,303464,8,0.0003
379132,544962,46,0.0002
625869,986232,3,0.0003
40573,784772,1,0.0003
930354,689169,3,0.0002
884988,301574,26,0.0003
61805,38089,1,0.0001
422250,584525,25,0.0002
756022,996302,2,0.0003
201245,840885,5,0.0003
689554,234328,34,0.0003
446063,143512,1,0.0003
44808,413863,1,0.0002
840253,379809,1,0.0004
195228,368192,44,0.0003
775763,746010,1,0.0003
687079,771051,1,0.0003
926574,921676,2,0.0003
924807,535699,1,0.0003
199573,435100,1,0.0003
980578,891301,1,0.0003
14593,218090,1,0.0003
788608,522509,1,0.0003
163610,981253,1,0.0002
6970,294552,2,0.0002
697501,566847,1,0.0002
667290,767758,2,0.0003
57619,767500,1,0.0003
447586,691677,1,0.000201
380638,819851,1,0.0003
808523,825520,1,0.0002
246431,423157,1,0.0004
203507,901344,1,0.000301
244370,773792,2,0.0002
736128,854791,1,0.0003
584977,911364,1,0.0003
347169,479911,31,0.0002
465037,556130,1,0.0003
904034,7650,2,0.0003
557478,39952,2,0.0003
187479,624180,3,0.0002
194801,25095,1,0.0004
821829,643182,3,0.0002
803297,811360,11,0.0002
367323,406006,1,0.0002
758178,229698,18,0.0002
993278,282374,2,0.0003
833148,437325,3,0.0003
116395,365770,5,0.0002
966382,749506,2,0.0003
718187,918391,1,0.0004
365577,225945,3,0.0003
491362,132452,2,0.0003
220708,688170,2,0.0002
53968,409221,1,0.0004
7324,939906,2,0.0002
829501,788147,1,0.0003
342029,519948,1,0.0004
817845,136265,5,0.0002
499995,324338,1,0.0003
706938,447438,6,0.0003
265087,153543,1,0.0002
52898,587393,1,0.0004
197789,675851,1,0.0003
417905,972856,1,0.0003
709310,587397,1,0.000301
488949,931722,3,0.0003
98871,8030,1,0.0003
881366,606062,2,0.0003
904019,18179,1,0.000201
334144,251196,4,0.0002
966044,801083,1,0.0003
917353,967420,1,0.0004
760464,821810,2,0.000301
779947,570926,1,0.0002
602259,834965,1,0.0002
417533,421222,1,0.0003
54652,844328,4,0.0003
615298,730878,2,0.0003
551681,881388,1,0.0003
825105,361581,3,0.0003
481017,581916,3,0.000301
989153,35974,1,0.0002
989856,950163,3,0.0003
46396,501846,2,0.0003
715305,451235,5,0.0003
373691,96395,1,0.0004
194562,496232,2,0.0003
681825,883168,1,0.0002
185746,499225,1,0.0003
416877,291677,1,0.0004
250438,895786,2,0.0003
107929,549321,1,0.0003
755344,208242,2,0.0002
306056,716569,1,0.0003
852880,562246,2,0.0003
674266,899836,2,0.0003
915594,214426,2,0.0003
254798,975985,1,0.0003
902287,492230,1,0.0003
985319,619884,1,0.0003
537521,869057,1,0.0002
723141,282651,3,0.0003
612371,389175,1,0.0003
127544,508746,2,0.0002
338598,216016,2,0.0003
212817,681335,1,0.0003
663300,832028,4,0.0002
390417,449340,3,0.0003
994018,380445,1,0.0003
920618,822946,2,0.0003
847340,838194,2,0.0002
199662,632921,1,0.0004
758308,609983,1,0.0003
919021,18405,1,0.0002
443692,185004,4,0.0002
191762,943900,2,0.0003
73139,859507,11,0.0003
531067,379216,1,0.0003
754838,685125,7,0.0002
749726,760720,2,0.0003
378934,281854,2,0.0003
827037,448854,3,0.0003
802991,778607,1,0.0003
255290,824029,1,0.0003
393202,959330,2,0.0003
899849,822316,1,0.000301
2503,353288,1,0.0002
48331,559397,1,0.0003
503382,675556,2,0.0002
139556,831666,2,0.000301
916354,971108,2,0.0003
806622,147416,2,0.0003
452308,841918,2,0.0003
530981,301362,1,0.000301
839168,357527,1,0.0003
551668,791614,2,0.0003
310093,81151,7,0.0003
155588,872496,4,0.000301
518460,79684,4,0.0003
895180,130824,4,0.0003
369677,192682,7,0.0003
375587,218428,1,0.0003
821366,303472,26,0.0003
827382,984008,2,0.0004
876078,444680,2,0.0002
127373,986116,1,0.0003
393319,613752,1,0.0003
668577,838850,1,0.0003
300609,798625,1,0.0003
491217,361703,1,0.0003
809738,875040,2,0.0002
505475,462344,1,0.0004
232558,484883,1,0.0004
202607,711507,1,0.0003
950155,630388,1,0.0003
955665,213808,1,0.0003
348314,55576,2,0.0003
162829,339833,1,0.0003
203150,988418,2,0.0003
617775,382289,1,0.0003
176219,844149,1,0.0003
769022,172199,1,0.0003
594112,243623,1,0.0003
486006,710638,2,0.0003
259336,19004,4,0.0003
818033,837629,1,0.0002
462127,384458,1,0.0003
146499,43512,3,0.0002
951657,938419,1,0.0003
670838,124944,2,0.0003
480212,63206,2,0.000201
431884,626464,4,0.0003
288971,515352,1,0.0003
200607,830604,3,0.0003
33067,787472,1,0.0003
892999,717697,1,0.0004
437058,479157,3,0.0002
729048,193406,2,0.0003
554254,861470,2,0.0002
903254,807484,2,0.000601
201974,107422,2,0.0004
711862,334891,1,0.0003
749821,521212,1,0.0005
820219,572428,1,0.0004
410533,193282,1,0.0003
364854,10126,2,0.0004
380143,974121,1,0.0004
51275,35211,1,0.0005
876884,991892,4,0.0004
347184,392407,1,0.0004
710744,469717,1,0.0006
4936,607604,4,0.0003
815132,690797,1,0.0005
771471,816523,1,0.0004
796695,200965,5,0.0003
167136,245633,1,0.0005
415876,925283,1,0.0004
727781,433106,1,0.000501
352555,937832,7,0.0004
87291,481279,1,0.000301
11894,866626,2,0.0004
995567,736779,1,0.0005
373105,283096,1,0.0004
27767,721711,1,0.0004
353624,743331,1,0.0002
78432,242174,38,0.0003
941281,745234,1,0.0003
98542,606131,1,0.0004
115304,514291,1,0.0004
614293,657108,1,0.0004
631798,701251,1,0.0003
188536,570379,1,0.0003
209718,301582,2,0.0004
954665,932381,1,0.0005
462711,693671,1,0.0003
464178,162051,3,0.0004
483053,367252,1,0.0004
663280,984764,4,0.0003
193758,503676,6,0.0004
953218,569802,2,0.0004
218749,605985,1,0.0004
960038,317597,1,0.0005
476024,588040,8,0.0003
167521,932055,1,0.0005
120942,368530,2,0.0004
850761,816945,3,0.0003
709008,955645,1,0.0004
21749,40495,91,0.000301
381433,169944,1,0.0003
664635,857174,1,0.0005
109841,343093,1,0.0004
712981,580351,1,0.0004
291504,387725,1,0.0004
161132,739137,1,0.0004
744642,497143,1,0.0003
897549,624249,3,0.0002
810444,477408,12,0.0003
53125,313428,1,0.0003
637036,294709,1,0.0003
554269,635939,1,0.0005
276616,866638,2,0.000301
813029,6894,1,0.0003
23905,881980,5,0.0004
937878,635319,3,0.0003
588985,861843,1,0.0005
825364,117329,1,0.0004
736255,875072,1,0.0004
453232,899905,1,0.0003
633660,646140,60,0.0003
290165,520698,1,0.0004
425937,324671,1,0.0005
703047,164927,1,0.0004
196023,954350,1,0.0003
59896,245415,1,0.0003
238699,301609,1,0.0005
220184,122492,4,0.0003
923478,644542,2,0.000401
333356,162180,4,0.0003
21833,621537,7,0.0004
219774,282225,3,0.0004
922572,113884,4,0.0005
15743,971248,1,0.0004
950135,794098,1,0.0004
548791,935327,1,0.0004
278491,789626,1,0.0003
147921,97352,1,0.0004
250289,668937,1,0.0003
117518,413368,2,0.000301
865816,893365,1,0.0004
535879,390980,1,0.0005
717721,335479,1,0.0004
396254,718462,2,0.0004
34795,463238,1,0.0003
647139,563175,3,0.0005
438809,333168,1,0.0004
352472,673473,1,0.0003
649800,94085,5,0.000401
294803,400423,1,0.0005
639864,127392,24,0.0003
440164,693315,1,0.0003
743519,885515,1,0.0005
600188,507429,1,0.0004
503510,166771,1,0.0003
279793,340382,1,0.0003
639473,447765,1,0.0004
78664,622573,1,0.0004
355358,526097,1,0.0004
733183,251090,1,0.0004
353514,298775,19,0.0003
975611,625912,7,0.0005
589937,216364,1,0.0005
76457,967993,1,0.0006
346121,429485,1,0.0005
353022,362852,2,0.0004
28771,498295,1,0.0004
224773,434835,1,0.0005
925286,102067,1,0.0004
740795,793358,1,0.0005
638875,199911,1,0.0003
310906,20216,2,0.0003
273355,681107,1,0.000401
485284,732138,2,0.0004
479616,394348,4,0.0003
378036,912877,1,0.0004
902531,72940,7,0.0004
273259,662132,1,0.0003
430052,973534,2,0.0004
682248,401178,6,0.0004
924884,177733,1,0.0004
846253,214363,1,0.0003
109326,241148,38,0.000301
551888,894954,2,0.0002
862580,939579,1,0.0004
965601,488615,1,0.0003
604166,407104,2,0.0003
260503,25777,1,0.0004
685273,146301,1,0.0005
324302,31383,11,0.000201
425879,147324,1,0.0004
776923,552908,1,0.0004
741766,846457,1,0.0003
956490,597856,2,0.0003
605273,38228,1,0.0003
651895,426223,1,0.0004
122532,315951,3,0.000401
556801,967278,1,0.0003
397052,522548,4,0.0004
681356,33667,1,0.0003
292054,299245,1,0.0003
744450,76626,6,0.0004
61776,887007,33,0.0004
670098,329856,6,0.0004
993391,363650,7,0.0003
151252,589517,1,0.0005
111765,537227,1,0.0003
144685,643748,1,0.0004
121392,52358,2,0.000301
308172,400374,6,0.0004
769994,548629,1,0.0003
555301,967471,1,0.0004
480015,81987,3,0.0004
608295,959635,5,0.0004
962003,494140,1,0.0004
661792,306161,1,0.000501
195595,42687,1,0.0004
220972,87560,4,0.0004
162562,325348,2,0.0002
101114,579645,1,0.0004
888927,271340,1,0.0006
350935,794220,5,0.0002
558985,509857,1,0.000501
588338,354753,1,0.0004
974533,902156,1,0.0004
179513,786271,1,0.0004
827494,665130,2,0.0004
722126,403076,2,0.0004
589791,603280,1,0.0004
377069,80885,7,0.000301
325986,769352,2,0.0004
598950,693774,18,0.0003
481099,374340,1,0.0005
98707,539020,1,0.0004
89421,550816,1,0.0003
275191,543265,1,0.0002
254592,559872,1152,0.0002
805916,805667,1,0.0003
275054,949135,1,0.0004
500045,57958,1,0.0004
516826,796905,1,0.0006
2315,32058,1,0.0003
999278,789369,7,0.0004
991699,668604,1,0.0005
70023,465566,1,0.0004
153193,592209,1,0.0004
222690,39392,2,0.0004
612255,633501,3,0.0004
296782,655606,2,0.000301
457014,294942,6,0.0003
201333,660689,1,0.0004
41252,137035,1,0.0002
195458,440659,1,0.0004
347890,17673,1,0.0004
995166,809850,6,0.0004
723262,635181,1,0.0004
10470,202261,1,0.0003
672787,926307,1,0.0003
227416,801565,1,0.0003
731171,872130,7,0.0003
931436,568887,11,0.000301
619341,248349,3,0.0004
345198,9573,3,0.0002
787848,30242,2,0.0004
179621,158308,1,0.0002
63328,962858,2,0.000301
864059,546345,1,0.0004
187378,715259,1,0.0004
383012,598275,1,0.0005
74505,904185,15,0.0004
619747,476640,1,0.0003
591501,177604,1,0.0004
804403,930451,1,0.0004
588128,408282,2,0.0003
770536,900477,1,0.0004
60901,905695,1,0.0004
427096,59444,4,0.0004
44215,727363,1,0.000301
461391,489422,1,0.0005
453737,537725,1,0.0003
819630,856461,3,0.0003
226750,614120,10,0.0003
37645,35507,1,0.0003
627410,157146,2,0.0004
368025,824506,1,0.0004
462777,432875,1,0.0003
76543,127440,1,0.0003
198677,59831,1,0.000401
809842,448760,2,0.0003
158831,748093,1,0.0004
55095,285320,5,0.0004
741620,323658,2,0.0004
306086,854075,1,0.0004
316390,669692,2,0.0003
140312,632090,2,0.0003
907835,405881,1,0.0004
939225,473504,1,0.0003
391269,933686,1,0.0003
120621,417614,1,0.0004
339659,797741,1,0.0005
212889,447632,1,0.0003
781061,840789,1,0.0003
567967,61947,1,0.0004
804533,126410,1,0.0004
826083,937220,1,0.0005
815585,258046,1,0.0004
827568,703169,1,0.0004
470174,168013,1,0.000501
242533,161229,1,0.0003
667954,45939,1,0.0003
132227,513829,1,0.0004
923310,191282,2,0.0004
689656,530577,1,0.0005
283153,471202,1,0.0003
483595,409773,7,0.000501
575947,346359,1,0.0003
997901,827392,1,0.0004
624095,124789,1,0.0002
755541,862582,1,0.0004
749432,380281,1,0.000401
217595,756166,1,0.0005
848876,67268,4,0.0004
8833,564128,1,0.0003
4972,570155,1,0.0003
276438,949780,2,0.0003
228041,267153,1,0.0004
407169,893214,63,0.0002
389317,887733,1,0.0004
761711,759067,1,0.0002
6988,55620,4,0.0002
249486,373658,2,0.0004
287018,724894,2,0.0004
263632,196178,2,0.0003
851800,29465,5,0.0003
971116,428374,2,0.0003
584537,471811,1,0.0004
455589,510015,3,0.0004
758136,192681,3,0.0004
680024,277979,1,0.0004
507214,607008,2,0.0003
