Number One,Number Two,Their GCD,Time Spent (Milliseconds)
91628,759831,1,0.0004
591289,634013,1,0.0003
51164,850753,1,0.0003
263212,312461,1,0.0003
456929,52799,1,0.0002
592884,807485,1,0.0003
355093,796536,1,0.0002
869060,288267,1,0.0003
744223,699596,1,0.0002
145174,724672,2,0.0002
732258,554100,6,0.0002
954701,73063,1,0.0002
607418,411178,2,0.0002
684040,136066,14,0.0002
279721,416274,1,0.0003
762320,659083,1,0.0003
982407,367843,1,0.0003
221085,654987,3,0.0003
591694,528047,1,0.0004
124670,203302,2,0.0003
609951,386411,1,0.0003
809181,599657,1,0.0003
143651,664096,1,0.0003
965308,896442,2,0.0002
448076,493757,1,0.0003
678137,921921,1,0.0004
332689,760453,1,0.0002
567941,930652,1,0.0004
12708,260267,1,0.0002
202944,271540,4,0.0003
437618,70852,2,0.0003
781049,677834,1,0.0003
46765,226104,1,0.0003
810947,392612,1,0.0002
909080,33627,1,0.0002
429570,436132,2,0.0002
502871,259950,1,0.0004
965673,582872,1,0.0003
528916,982768,4,0.0004
12549,570051,3,0.0002
100272,758297,1,0.0004
17288,314321,1,0.0002
377564,503137,1,0.0003
691031,73215,1,0.0003
607365,222052,1,0.0003
150881,238420,1,0.0004
887354,873715,1,0.0003
172389,497778,3,0.0003
459940,609047,1,0.0003
687595,186490,5,0.0002
45473,547556,1,0.0003
895574,889112,2,0.0003
505306,284650,2,0.0003
631770,928346,2,0.0004
921987,766979,1,0.0003
864850,497647,1,0.0003
537328,547278,2,0.0003
922284,73283,1,0.0004
641998,613680,2,0.0003
669426,412295,1,0.0003
978237,914135,1,0.0003
54198,649997,1,0.0001
444892,213206,14,0.0003
34862,884263,1,0.0003
360333,898243,1,0.0002
232676,437583,1,0.0003
979888,608291,1,0.0004
886580,146533,1,0.0002
966455,210111,1,0.0003
953173,189786,1,0.0003
100098,137933,1,0.0003
840654,784091,1,0.0003
124446,863755,1,0.0003
51979,707168,1,0.0003
699175,269971,1,0.0004
814786,551139,1,0.0002
637726,684182,2,0.0003
619558,833732,2,0.0003
698753,916959,1,0.0003
401979,361481,1,0.0002
184950,73171,1,0.0003
173991,305698,1,0.0004
237078,729058,2,0.0002
724920,530781,3,0.0003
46127,829599,1,0.0002
844164,765245,1,0.0004
672431,679194,1,0.0003
97896,142719,3,0.0003
985601,822178,1,0.0003
567962,583812,2,0.0002
423551,556595,1,0.0003
787264,292640,32,0.0002
546349,507010,1,0.0003
918939,174531,21,0.0003
681874,624825,1,0.0002
250390,262233,1,0.0003
218792,259249,1,0.0003
356035,457796,1,0.0002
636588,913840,4,0.0003
126562,339014,2,0.0003
866311,43450,1,0.0002
517672,5539,1,0.0002
972945,144099,27,0.0002
444039,945063,3,0.0002
56174,61935,1,0.0002
451752,579925,1,0.0003
627927,897447,3,0.0002
210803,171234,1,0.0003
769198,976239,1,0.0003
240908,876437,1,0.0004
379144,363869,1,0.0003
682284,85684,4,0.0002
78376,460012,4,0.0003
15782,230331,1,0.0002
643746,548422,2,0.0002
312159,497997,3,0.0003
110569,794471,1,0.0003
728521,813245,1,0.0002
464876,179123,1,0.1191
943312,476127,1,0.0003
896472,260118,18,0.0002
161831,982999,1,0.0003
550315,888180,5,0.0004
51846,68886,6,0.0003
25325,234192,1,0.0003
999938,492339,1,0.0003
440645,312561,1,0.0003
535138,448707,1,0.0003
542743,378194,1,0.0003
472658,581565,1,0.0003
422638,915624,2,0.0002
883000,49566,2,0.0003
129285,244900,5,0.0003
392001,26253,3,0.0003
131340,312742,2,0.0004
883048,185467,1,0.0003
304656,965040,48,0.0003
321058,650788,2,0.0003
834249,786341,1,0.0004
561485,833590,5,0.0002
733275,687214,1,0.0002
576897,302719,1,0.0003
925300,293355,5,0.0002
320458,835435,1,0.0004
42549,305441,1,0.0003
941632,206338,2,0.0003
921804,555582,6,0.0004
43487,453052,1,0.0004
972457,879422,1,0.0003
886049,954078,1,0.0003
159999,276879,3,0.0002
449645,164653,1,0.0003
424277,719248,1,0.0003
164933,921735,1,0.0003
584146,607856,2,0.0004
791677,795885,1,0.0002
592127,903636,1,0.0003
71944,70660,4,0.0002
244526,925723,1,0.0003
948122,606475,1,0.0004
377045,518473,1,0.0004
552229,832239,1,0.0004
723767,671905,1,0.0003
294356,513237,1,0.0003
639563,356828,1,0.0003
980368,200000,16,0.0002
978988,845479,1,0.0007
674421,636217,1,0.0003
301296,114698,2,0.0003
922093,873997,1,0.0003
149624,176447,1,0.0003
567708,579652,4,0.0003
172924,342383,1,0.0003
769240,279062,2,0.0003
183765,6084,3,0.0003
667591,485437,1,0.0003
696116,457711,1,0.0003
120068,933298,2,0.0003
536176,832116,4,0.0003
801384,263444,4,0.0002
948074,163535,1,0.0003
284688,111725,1,0.0004
781546,258527,1,0.0002
235329,982634,1,0.0003
401094,682227,9,0.0003
581524,300905,1,0.0003
299131,709309,1,0.0004
305697,177746,1,0.0003
909178,830253,1,0.0003
492031,511162,1,0.0003
332465,504336,7,0.0003
902406,894456,6,0.0002
926430,844396,2,0.0003
818090,225984,2,0.0004
440643,672205,1,0.0003
371074,442093,1,0.0002
9039,560808,3,0.0002
474621,495830,1,0.0003
415706,914823,1,0.0003
414778,747589,1,0.0006
158443,895486,1,0.0003
169516,169108,4,0.0002
774305,475932,1,0.0003
87555,663448,1,0.0003
703505,871076,1,0.0003
554275,715042,1,0.0004
48206,973827,1,0.0002
5412,890755,1,0.0003
300609,511988,1,0.0003
189525,750342,3,0.0002
957228,928408,4,0.0003
825962,391160,2,0.0002
644066,692317,1,0.0003
968472,779533,1,0.0004
283452,196217,1,0.0002
313614,777000,42,0.0003
440587,976591,7,0.0003
390288,400437,3,0.0003
266625,157100,25,0.0002
69925,73253,1,0.0002
493246,761843,1,0.0004
179390,219845,5,0.0003
701204,538711,1,0.0004
213673,358055,1,0.0003
688844,333882,2,0.0002
355015,753757,1,0.0003
473113,467854,1,0.0003
732069,660958,1,0.0002
619730,934869,1,0.0003
636567,773059,1,0.0004
916760,440713,13,0.0006
505570,676914,2,0.0002
41468,724011,1,0.0002
164739,813265,1,0.0003
968192,798065,1,0.0003
564475,914326,1,0.0005
481203,98117,1,0.0003
800440,290859,1,0.0003
170982,906798,138,0.0003
457700,402734,2,0.0003
203195,883470,5,0.0003
347860,616013,1,0.0004
867366,961727,1,0.0004
62230,734898,2,0.001
97927,955224,1,0.0004
621239,468219,1,0.0003
801619,105862,1,0.0003
992912,270505,1,0.0002
681602,791564,2,0.0003
704443,755927,1,0.0003
658456,722400,8,0.0002
493840,636878,2,0.0003
169805,619987,1,0.0003
449609,556430,1,0.0003
961561,647536,1,0.0003
182437,744405,1,0.0002
531404,635915,1,0.0004
226239,472069,13,0.0003
307324,701017,1,0.0004
663435,930690,45,0.0003
950746,320214,2,0.0003
792721,835167,1,0.0004
677574,374522,2,0.0004
89345,587514,1,0.0003
27983,489583,1,0.0002
66809,234627,1,0.0003
564326,568794,2,0.0003
651770,13749,1,0.0003
76634,202931,1,0.0003
650494,222700,2,0.0004
877236,955220,4,0.0003
470203,139703,1,0.0003
354728,3233,1,0.0003
522479,49725,1,0.0004
227769,60984,3,0.0003
839277,180334,1,0.0003
248325,310717,11,0.0002
771553,51973,1,0.0002
802996,475391,1,0.0004
88753,782571,1,0.0003
991856,491895,1,0.0003
439705,894140,5,0.0003
966646,548327,1,0.0003
78911,912937,1,0.0003
20502,737206,2,0.0002
12719,925008,7,0.0004
578739,938932,1,0.0003
535848,625142,2,0.0002
979247,968930,1,0.0003
826634,629700,2,0.0002
658723,112340,1,0.0002
457014,257925,3,0.0004
16376,316497,1,0.0002
912701,236969,1,0.0003
694357,872515,1,0.0003
937008,334664,8,0.0002
342050,713561,1,0.0004
196523,72178,1,0.0004
457946,651706,2,0.0003
653798,535846,2,0.0126
359584,274794,2,0.0004
244811,199981,1,0.0002
472204,108759,1,0.0003
660038,533010,2,0.0003
330908,268513,1,0.0004
857470,725203,1,0.0003
583167,555023,1,0.0004
249408,971548,4,0.0004
222829,495292,1,0.0003
208251,666415,1,0.0003
942152,203429,1,0.0004
779191,482078,1,0.0004
48551,929804,1,0.0003
867516,19780,4,0.0003
483005,161491,1,0.0002
362535,102434,1,0.0003
480508,130281,1,0.0002
739357,566094,1,0.0004
685603,591383,1,0.0004
105762,340524,6,0.0003
505192,991261,1,0.0004
815752,326287,1,0.0002
580325,281939,1,0.0002
352454,261895,1,0.0003
866766,429969,3,0.0002
789503,881604,1,0.0004
844894,799355,1,0.0004
509912,324900,4,0.0002
424872,931019,1,0.0003
698397,541475,1,0.0005
281809,328479,1,0.0003
8889,983345,1,0.0002
517890,812147,1,0.0002
483482,35098,2,0.0003
228284,216640,4,0.0006
726804,130788,36,0.0002
264273,851166,3,0.0003
892787,638488,1,0.0004
827625,389124,3,0.0003
879970,327254,2,0.0004
599671,971924,1,0.0004
205098,856951,1,0.0004
443757,902765,1,0.0002
716895,490837,1,0.0004
634221,784224,63,0.0002
650978,723064,38,0.0003
193503,572484,3,0.0003
238865,848261,43,0.0004
165359,360072,1,0.0003
891062,118026,2,0.0003
294481,225356,1,0.0003
626687,119441,1,0.0002
598889,136232,1,0.0004
663734,318246,2,0.0003
156417,272048,1,0.0003
873210,42628,2,0.0003
53335,710866,1,0.0002
756469,216750,1,0.0003
368315,387586,1,0.0002
503648,610441,1,0.0003
720504,301110,6,0.0003
100543,874407,1,0.0003
271396,345755,1,0.0003
57845,270775,5,0.0002
95557,15685,1,0.0003
387173,631585,1,0.0004
724779,351728,1,0.0002
694211,784440,1,0.0003
616762,894929,1,0.0004
715473,713793,3,0.0002
212125,942562,1,0.0003
595884,252600,12,0.0003
352259,610441,1,0.0003
804695,553148,1,0.0004
201793,480517,1,0.0004
797234,961304,2,0.0003
254990,750842,2,0.0002
512751,589309,1,0.0003
465480,827123,1,0.0002
656241,292194,3,0.0002
562092,587049,3,0.0004
455102,65026,2,0.0002
48723,68106,3,0.0003
698726,813075,1,0.0002
38905,540365,5,0.0002
537339,202022,1,0.0003
766797,396049,1,0.0004
556983,855747,9,0.0003
685662,181033,1,0.0003
872663,639415,1,0.0003
261424,254360,8,0.0002
985015,253126,1,0.0002
766526,439231,1,0.0004
299908,653491,1,0.0003
337516,408552,4,0.0003
61937,46671,1,0.0002
241760,178861,1,0.0002
45511,411026,1,0.0003
341025,118491,3,0.0002
564660,333854,2,0.0003
544013,179801,1,0.0001
779822,772066,2,0.0003
601749,55906,1,0.0004
870939,193623,3,0.0002
813773,240927,1,0.0004
398272,564380,4,0.0003
475167,747094,1,0.0005
863725,290822,1,0.0003
231301,504946,1,0.0002
663890,21830,10,0.0002
163967,478055,23,0.0002
987220,726972,4,0.0003
475919,543528,1,0.0002
259602,519862,14,0.0001
460701,7403,1,0.0003
241437,212838,3,0.0003
990520,734847,1,0.0003
726989,507236,1,0.0003
426745,884541,1,0.0004
643657,573335,7,0.0002
605016,851010,6,0.0003
464412,80813,1,0.0003
203037,113001,3,0.0003
912807,642752,1,0.0004
491922,94844,2,0.0003
259062,719844,6,0.0003
135188,672487,1,0.0004
170122,377788,2,0.0003
819334,974502,2,0.0003
11981,180938,1,0.0003
879692,916014,22,0.0004
352707,315509,1,0.0003
474121,762181,1,0.0004
463217,834687,1,0.0003
254031,636972,3,0.0002
771199,398226,1,0.0003
974160,369711,27,0.0002
459688,382017,1,0.0002
824341,579640,1,0.0004
839935,432903,1,0.0003
990090,73843,1,0.0003
412521,454625,1,0.0004
591153,464545,1,0.0003
622019,145999,1,0.0003
643679,494019,1,0.0003
592104,855254,2,0.0002
869734,786696,2,0.0003
937336,204300,4,0.0002
769316,516277,1,0.0003
791510,511461,1,0.0005
908666,132244,2,0.0002
43699,472931,1,0.0003
114385,896741,1,0.0005
179302,571289,1,0.0004
466853,505541,1,0.0003
329788,657191,1,0.0003
667433,510441,1,0.0002
472072,928483,1,0.0003
977567,289658,1,0.0002
535220,338311,1,0.0003
756353,851993,797,0.0002
956904,979823,13,0.0003
422554,801687,1,0.0005
795269,524182,1,0.0003
97517,132951,7,0.0002
259324,566938,2,0.0003
76339,591584,1,0.0003
202160,665142,2,0.0005
323827,794569,1,0.0004
962780,674069,1,0.0004
386911,154722,1,0.0003
649118,906138,2,0.0004
38297,644227,1,0.0003
855154,304783,1,0.0003
926563,859209,1,0.0003
541361,74237,1,0.0003
181694,261219,1,0.0003
715260,858800,20,0.0003
803112,189015,3,0.0002
206477,96733,1,0.0002
374431,482219,1,0.0002
570450,597878,2,0.0003
994163,542936,1,0.0004
409289,105353,1,0.0003
197700,875293,1,0.0003
970712,662290,2,0.0004
536189,188327,1,0.0004
588862,779702,2,0.0003
656085,193201,1,0.0004
832422,997878,6,0.0003
521260,657090,10,0.0002
44758,291478,2,0.0002
874166,263777,1,0.0003
520483,827154,1,0.0004
959147,215041,1,0.0003
968320,253302,2,0.0003
870903,788423,1,0.0003
655696,778995,1,0.0003
25366,714243,1,0.0002
512063,898271,1,0.0003
837347,439867,1,0.0004
131928,875593,1,0.0003
768910,848406,2,0.0003
564661,382982,1,0.0003
511566,776815,1,0.0003
261395,762929,1,0.0003
7841,967729,1,0.0003
237657,89552,1,0.0002
257640,296503,1,0.0002
776444,203710,2,0.0003
353990,203644,14,0.0003
790634,633170,2,0.0002
469134,585703,1,0.0003
842220,349266,6,0.0002
716697,757671,3,0.0003
741449,365387,1,0.0004
413355,324885,15,0.0002
541697,139171,1,0.0003
240028,859736,4,0.0003
462961,474520,1,0.0002
13284,342664,4,0.0003
826861,473529,7,0.0003
761650,652426,2,0.0003
69273,518363,1,0.0003
543342,202032,6,0.0003
750144,467999,1,0.0004
210426,677279,1,0.0004
651406,320912,2,0.0002
389876,469580,4,0.0003
740397,226744,7,0.0003
388024,910129,1,0.0003
597129,686712,39,0.0003
969647,412721,1,0.0003
229142,655094,2,0.0003
900793,225031,1,0.0002
654137,750304,1,0.0003
668626,605213,7,0.0003
430727,202005,1,0.0003
727426,273547,1,0.0003
541638,21130,2,0.0003
246211,460518,1,0.0003
877891,618294,1,0.0004
643568,851808,304,0.0002
47433,280782,3,0.0003
697444,695218,2,0.0002
962009,798932,1,0.0003
236078,449531,1,0.0003
751256,772206,2,0.0003
190524,636662,2,0.0003
945606,883631,1,0.0002
646791,516957,3,0.0003
629293,416316,1,0.0002
247590,677411,7,0.0003
718293,740248,1,0.0003
534782,301394,2,0.0005
873324,302772,12,0.0003
767244,26003,1,0.0003
489631,681904,1,0.0004
420639,467317,1,0.0002
28915,461285,5,0.0003
90576,21864,24,0.0001
633518,919425,1,0.0004
995748,728072,4,0.0002
828942,948606,6,0.0003
101813,461620,1,0.0003
67334,760709,1,0.0004
421131,360814,1,0.0004
106268,364653,31,0.0002
812389,594264,1,0.0004
192481,112223,1,0.0003
197496,657949,1,0.0002
969346,738404,2,0.0002
221454,868074,6,0.0002
354781,418742,1,0.0004
331790,243196,2,0.0002
484958,127512,2,0.0002
137885,607225,5,0.0003
698885,112025,5,0.0002
349891,388104,103,0.0003
423778,701473,1,0.0003
699662,425406,2,0.0003
896420,962785,5,0.0002
269733,346790,1,0.0002
222885,128515,5,0.0003
808936,490481,1,0.0003
28085,280517,1,0.0002
194363,218241,1,0.0003
318902,462588,2,0.0003
863188,348020,4,0.0003
751589,933816,1,0.0002
167870,947644,2,0.0003
511489,281591,1,0.0003
659995,261737,7,0.0002
159544,83472,296,0.0003
45265,489695,5,0.0003
519509,13975,1,0.0002
465617,841243,1,0.0004
727972,346820,4,0.0003
460979,418978,1,0.0003
275394,55062,42,0.0001
663033,598821,3,0.0002
124425,580182,3,0.0003
229717,492607,1,0.0003
589025,169840,5,0.0002
208651,547810,1,0.0004
854975,75482,11,0.0002
700859,199566,1,0.0003
656587,456454,1,0.0004
389832,885694,2,0.0003
385540,410388,4,0.0003
520023,951969,3,0.0003
688224,94572,12,0.0003
122853,934839,3,0.0004
440789,916802,1,0.0003
479414,751284,2,0.0003
699599,855561,1,0.0003
899806,591415,1,0.0011
517275,80794,1,0.0002
743306,176197,1,0.0003
80713,985019,1,0.0003
57133,190169,1,0.0002
384700,442077,1,0.0004
69608,909916,28,0.0003
672412,587669,1,0.0003
12493,168187,1,0.0002
612629,3937,1,0.0003
454283,540533,1,0.0004
317061,720327,3,0.0003
828144,565641,9,0.0003
540077,424904,1,0.0004
845023,209326,83,0.0001
865546,829263,1,0.0003
881938,382329,1,0.0004
553214,46085,1,0.0002
949041,442506,3,0.0003
536112,474670,2,0.0003
467531,347639,1,0.0002
241647,844038,3,0.0002
324330,267824,38,0.0003
670610,759139,1,0.0003
937569,834709,1,0.0003
906855,596933,1,0.0003
984439,90372,1,0.0003
335113,7256,1,0.0002
222452,759701,1,0.0003
824158,752931,1,0.0003
267541,298938,1,0.0004
898546,647410,2,0.0004
632780,439999,1,0.0004
896428,932685,13,0.0003
8221,931368,1,0.0003
296065,250859,7,0.0003
83726,87692,2,0.0002
786468,907346,2,0.0003
988383,279941,1,0.0004
537173,119792,1,0.0003
80340,126396,12,0.0002
224576,600357,1,0.0003
641220,352287,3,0.0003
262710,97262,2,0.0003
103403,676225,1,0.0003
171232,804980,4,0.0002
92864,111034,2,0.0003
6290,325489,37,0.0002
13388,84207,1,0.0003
451984,686315,1,0.0004
138083,856383,11,0.0003
414865,956829,1,0.0003
897879,458838,3,0.0003
210647,383484,1,0.0003
704995,200080,205,0.0002
204353,312276,1,0.0004
701692,377703,1,0.0002
958907,348322,1,0.0002
161748,990364,4,0.0002
857135,723912,1,0.0004
687723,577990,23,0.0002
237324,987491,1,0.0003
244686,623697,3,0.0003
112488,178402,2,0.0003
831234,697687,1,0.0003
825470,455631,1,0.0004
755129,551872,1,0.0003
151734,994868,2,0.0003
66092,118168,4,0.0003
130443,599475,3,0.0002
441891,740536,1,0.0003
380983,112932,1,0.0002
611705,356517,1,0.0003
806125,389814,1,0.0002
351662,758305,1,0.0003
729066,502432,2,0.0003
255293,343846,1,0.0003
137329,883463,1,0.0003
948790,978716,2,0.0003
929001,406314,3,0.0003
117417,904012,1,0.0005
143502,635721,3,0.0002
518215,957388,1,0.0004
26607,28806,3,0.0002
352729,646404,1,0.0003
850315,285314,1,0.0003
886172,854938,14,0.0002
693469,123664,1,0.0003
895687,363243,1,0.0003
49826,148708,14,0.0002
264362,142440,2,0.0002
209027,62264,1,0.0002
568881,889996,1,0.0004
980411,849765,1,0.0003
908905,282438,17,0.0003
980402,348867,1,0.0003
534224,329068,4,0.0003
920810,273376,2,0.0002
817370,481128,2,0.0002
308119,689339,7,0.0003
390829,364953,1,0.0003
546681,504469,1,0.0003
412882,460659,1,0.0004
335604,838959,3,0.0003
410312,798983,17,0.0003
367196,7770,2,0.0002
862811,462277,1,0.0002
655905,306504,3,0.0002
17999,120048,41,0.0002
297252,460486,2,0.0005
476488,489603,1,0.0002
478209,590166,3,0.0004
853673,512253,1,0.0002
978019,366711,1,0.0002
724310,391871,1,0.0004
966563,885795,1,0.0002
885684,739751,1,0.0002
246722,843912,2,0.0003
245256,708538,2,0.0002
766382,419328,2,0.0003
895674,24185,1,0.0002
617206,7980,2,0.0002
202912,849869,1,0.0003
416463,645378,3,0.0004
752968,442866,2,0.0003
518684,178959,1,0.0003
837486,734357,13,0.0002
213632,841474,2,0.0004
836166,738777,3,0.0004
714554,82958,2,0.0003
509931,443442,3,0.0003
562353,609796,11,0.0005
345704,721775,1,0.0003
174154,856341,1,0.0003
483638,135935,1,0.0003
731235,297608,1,0.0003
427365,560483,1,0.0004
514811,778920,1,0.0003
259762,521648,2,0.0002
295488,862378,2,0.0004
492455,312941,1,0.0003
796218,603483,3,0.0003
449972,210497,1,0.0003
927119,948789,1,0.0004
866742,272549,1,0.0003
999566,190983,1,0.0003
487823,292028,1,0.0004
805023,919333,23,0.0002
212292,952986,6,0.0003
531121,698431,1,0.0004
19872,573324,12,0.0003
183315,256455,15,0.0003
663824,870995,1,0.0003
142444,173620,4,0.0003
488014,577145,1,0.0003
906831,24115,1,0.0003
792720,445523,1,0.0003
907079,65679,1,0.0002
956626,356004,22,0.0003
571080,872355,15,0.0004
923820,869049,3,0.0003
880771,97690,1,0.0003
360497,536593,1,0.0003
254859,289426,1,0.0003
613113,161660,1,0.0003
157491,446875,1,0.0004
600182,741771,1,0.0003
924361,310479,1,0.0002
569988,247334,2,0.0002
819545,905211,1,0.0003
267671,215732,1,0.0003
392891,493858,1,0.0002
382203,683654,1,0.0004
50734,81023,1,0.0002
54956,188705,11,0.0002
882418,683407,1,0.0003
503108,651140,4,0.0003
138201,478252,1,0.0003
197004,958039,1,0.0003
308793,401182,1,0.0003
515240,585684,44,0.0002
319611,744170,1,0.0003
582255,904381,19,0.0002
424010,889958,2,0.0003
63646,135209,1,0.0002
320650,164067,1,0.0004
11035,705748,1,0.0002
73095,734114,1,0.0003
383502,697247,1,0.0003
753168,55801,1,0.0003
403119,794237,1,0.0004
28483,159555,1,0.0002
442274,160652,2,0.0003
323946,772508,2,0.0003
731553,234085,1,0.0002
198669,493455,3,0.0003
491009,879396,1,0.0004
648006,109128,6,0.0002
326420,731188,4,0.0003
523402,407034,2,0.0003
213451,624830,1,0.0003
758210,982803,1,0.0004
234603,259627,1,0.0003
977387,394256,1,0.0003
842264,955234,2,0.0003
905540,152117,1,0.0003
400944,294396,12,0.0003
78286,578367,1,0.0004
913602,922130,2,0.0004
396047,736581,1,0.0003
498919,961798,1,0.0003
66404,605160,4,0.0003
793806,910698,6,0.0004
13969,961798,1,0.0003
635292,182176,4,0.0003
804584,233184,8,0.0002
405091,667606,1,0.0004
339335,125115,5,0.0002
34167,117650,1,0.0003
814403,660972,1,0.0002
673225,802839,1,0.0003
944869,229383,1,0.0003
345657,411989,1,0.0004
287283,981045,129,0.0003
973564,640942,2,0.0003
819976,750532,4,0.0002
861948,34868,92,0.0002
693505,360834,1,0.0002
599756,335768,4,0.0004
53081,94026,1,0.0003
37771,516590,1,0.0003
202172,889886,2,0.0002
438793,402057,1,0.0002
429954,470407,7,0.0003
792772,514710,2,0.0003
939429,965006,1,0.0003
479246,80579,1,0.0002
675787,619122,7,0.0003
642616,944524,4,0.0003
512276,908294,2,0.0003
517931,151682,1,0.0002
929326,223947,1,0.0002
872132,376756,4,0.0003
559418,28560,2,0.0003
959418,28995,3,0.0002
567338,693730,2,0.0003
319505,510843,1,0.0004
560714,288828,2,0.0003
856725,267585,15,0.0002
613764,818345,1,0.0002
569885,965413,1,0.0005
166652,671049,1,0.0002
104111,895274,1,0.0003
684854,822076,2,0.0003
313875,987864,3,0.0003
508222,539399,1,0.0002
947457,952699,1,0.0002
726415,908403,1,0.0003
970562,113212,2,0.0004
693419,696437,1,0.0003
862880,443007,1,0.0002
854855,727929,1,0.0004
140157,485761,1,0.0003
